Hour,DayOfWeek,Hour,Temp,A/D,Runway,Airline,From/To,Aircraft Type
0,0,0,8.8,0,0,1,1,1
18,6,18,25.7,0,0,0,6,6
7,5,7,4.5,0,0,22,2,15
8,6,8,11.3,0,0,4,13,1
13,0,13,16.5,0,0,5,41,1
19,3,19,13.7,0,0,5,30,1
19,3,19,15.8,0,0,20,19,15
7,1,7,8.8,0,0,0,9,6
11,0,11,9.5,0,0,5,41,1
18,4,18,32.2,0,1,0,12,6
21,1,21,4.9,0,0,18,34,11
13,0,13,27.4,0,1,10,22,11
11,3,11,11.2,0,0,0,16,0
3,2,3,15.8,0,0,7,10,18
4,4,4,8.5,0,0,0,13,6
12,2,12,27.8,0,1,0,10,6
6,2,6,1.8,0,0,20,19,15
0,5,0,16.1,0,0,0,36,0
7,6,7,11.1,0,0,1,1,7
6,6,6,11.9,0,0,13,87,1
0,1,0,6.5,0,0,2,2,8
17,6,17,28.2,0,1,0,12,6
19,3,19,21.3,0,0,0,29,5
8,5,8,5.6,0,0,5,10,4
11,3,11,17.1,0,0,0,20,5
18,3,18,10.3,0,0,13,6,5
0,1,0,6.2,0,0,1,1,1
10,5,10,13.3,0,0,0,6,0
8,6,8,11.4,0,0,5,11,1
23,2,23,20.5,0,1,15,37,7
1,5,1,13.6,0,0,1,1,1
12,1,12,18.1,0,0,0,3,5
10,1,10,22.7,0,1,7,67,24
15,3,15,12.4,0,0,5,7,1
14,4,14,17.3,0,0,5,14,1
18,0,18,27.8,0,0,0,30,6
18,1,18,27.5,0,1,0,12,5
10,1,10,25.7,0,0,0,16,7
15,4,15,16.2,0,0,0,12,5
9,5,9,16.2,0,0,0,28,6
10,4,10,9.9,0,0,0,6,7
0,5,0,5.6,0,0,0,6,5
8,1,8,5.9,0,0,0,13,6
8,2,8,8.7,0,0,7,9,40
9,5,9,4.2,0,0,4,20,4
17,4,17,22.9,0,1,13,6,6
21,0,21,11.6,0,0,4,29,1
16,1,16,31.0,0,0,0,13,6
3,2,3,18.3,0,0,2,2,8
20,1,20,14.4,0,0,0,7,5
22,5,22,14.0,0,1,15,19,7
13,6,13,22.3,0,0,0,10,5
17,4,17,24.7,0,0,5,5,1
19,0,19,13.8,0,0,0,22,0
0,6,0,8.6,0,0,16,32,14
15,1,15,26.8,0,0,13,6,6
14,2,14,17.1,0,1,4,9,5
18,3,18,10.3,0,0,0,18,5
19,3,19,23.6,0,0,5,12,1
22,4,22,18.8,0,0,8,1,10
19,1,19,11.0,0,0,5,30,1
3,0,3,17.6,0,0,2,2,8
19,0,19,27.7,0,1,0,10,6
15,6,15,24.9,0,0,4,18,1
1,3,1,2.7,0,0,0,0,0
16,0,16,33.3,0,1,5,5,5
23,0,23,14.5,0,0,0,8,5
16,0,16,24.2,0,0,0,7,6
1,6,1,9.4,0,0,16,32,14
20,6,20,17.5,0,0,0,8,6
16,4,16,11.7,0,0,0,20,5
7,0,7,11.8,0,0,0,25,5
3,6,3,19.3,0,0,14,19,16
0,1,0,22.0,0,0,15,37,7
4,5,4,17.1,0,0,0,8,6
16,0,16,12.2,0,0,0,1,7
18,0,18,12.5,0,0,0,13,6
8,5,8,16.6,0,0,40,19,15
15,4,15,26.2,0,0,13,6,6
13,6,13,23.8,0,0,0,9,6
13,5,13,8.7,0,0,6,18,17
15,3,15,27.2,0,0,0,3,6
13,4,13,10.3,0,0,0,20,6
22,3,22,4.9,0,0,15,19,7
15,6,15,16.7,0,0,14,19,16
7,1,7,4.4,0,0,5,29,1
9,1,9,14.0,0,0,28,7,0
16,1,16,28.3,0,1,0,29,5
7,4,7,11.8,0,0,0,12,5
23,2,23,17.1,0,1,14,19,12
4,0,4,13.9,0,0,14,19,12
12,2,12,15.7,0,0,9,21,11
21,3,21,16.8,0,0,0,25,6
19,0,19,10.2,0,0,0,8,6
7,1,7,13.7,0,0,1,1,7
1,4,1,8.1,0,0,0,46,0
10,4,10,17.9,0,1,0,10,6
11,1,11,14.1,0,0,0,19,0
11,3,11,10.3,0,0,0,89,7
22,0,22,11.1,0,0,0,9,6
21,4,21,7.2,1,2,13,6,6
20,4,20,14.9,0,0,4,20,4
5,0,5,10.7,0,0,36,60,3
8,0,8,8.2,0,0,0,25,5
16,4,16,16.3,0,0,0,25,6
1,2,1,5.7,0,0,0,46,0
16,2,16,17.5,0,1,4,5,5
19,1,19,26.1,0,0,13,6,4
11,1,11,14.2,0,0,13,6,6
23,3,23,17.2,0,0,17,33,15
20,3,20,7.1,0,0,0,13,6
5,2,5,9.4,0,0,0,26,5
11,0,11,28.1,0,0,20,19,15
16,4,16,29.0,0,1,14,19,16
8,2,8,1.9,0,0,0,20,5
13,2,13,22.8,0,0,10,22,11
9,4,9,11.8,0,0,22,19,15
21,1,21,9.8,1,2,0,4,5
4,2,4,14.7,0,0,0,13,5
15,0,15,20.1,0,0,14,19,16
8,1,8,6.0,0,0,4,9,1
6,0,6,9.4,0,1,4,13,4
11,6,11,9.0,0,0,0,19,7
21,0,21,8.0,0,0,15,19,7
11,5,11,14.7,0,0,0,89,7
19,3,19,11.1,0,0,5,30,1
16,2,16,29.4,0,0,0,28,6
0,0,0,17.2,0,0,0,19,0
9,5,9,9.4,0,0,0,5,6
14,3,14,18.0,0,0,25,51,21
15,2,15,29.6,0,1,0,3,5
10,3,10,20.5,0,1,6,18,8
20,2,20,14.7,0,0,5,30,1
10,6,10,9.1,0,0,0,61,0
23,4,23,5.5,0,0,0,19,0
16,1,16,19.5,0,0,4,20,1
2,6,2,10.6,0,0,7,13,24
23,0,23,15.0,0,0,0,19,0
10,6,10,16.3,0,0,28,7,0
22,3,22,14.8,0,1,0,7,6
18,4,18,17.0,0,0,4,9,5
5,3,5,5.1,0,0,21,3,5
12,2,12,16.1,0,0,0,5,6
10,2,10,7.5,0,0,0,41,5
4,3,4,9.8,0,0,0,5,6
10,0,10,11.4,0,0,15,19,7
3,2,3,14.2,0,0,24,72,15
16,4,16,26.3,0,0,5,25,4
4,3,4,5.8,0,0,0,9,5
8,4,8,18.3,0,0,22,19,15
5,0,5,2.9,0,0,4,4,4
7,1,7,8.6,0,0,25,51,22
14,4,14,17.2,0,0,0,24,5
8,5,8,5.6,0,0,0,18,5
17,3,17,13.7,0,0,0,25,6
16,5,16,25.1,0,1,0,13,5
15,3,15,13.7,0,0,0,6,6
5,2,5,8.5,0,0,4,4,1
8,1,8,6.0,0,0,0,16,7
7,5,7,12.5,0,0,0,29,5
7,1,7,13.5,0,1,0,10,5
17,4,17,24.7,0,0,0,29,5
18,6,18,32.1,0,1,0,12,6
7,4,7,7.9,0,0,4,39,5
18,5,18,26.6,0,0,14,19,12
16,3,16,9.8,0,0,0,12,6
18,3,18,14.8,0,0,5,20,1
11,2,11,29.3,0,0,0,24,5
5,1,5,3.7,0,0,0,13,5
6,1,6,3.9,0,0,0,29,6
19,5,19,14.3,0,0,5,18,1
16,1,16,10.8,0,0,0,5,6
23,6,23,15.7,0,0,17,33,15
11,5,11,11.6,0,0,7,10,18
18,0,18,29.6,0,1,7,81,40
16,6,16,10.1,0,0,4,64,5
5,0,5,8.6,0,0,0,10,5
8,4,8,6.2,0,0,4,12,1
22,6,22,20.2,0,1,16,32,5
12,4,12,13.6,0,0,0,9,6
16,2,16,34.5,0,0,0,6,5
5,4,5,7.4,0,0,13,6,6
10,2,10,15.6,0,0,0,17,5
11,0,11,10.1,0,0,0,10,5
23,5,23,6.7,0,0,5,6,1
5,2,5,13.5,0,0,21,3,14
20,1,20,27.1,0,1,4,10,5
7,5,7,9.6,0,0,0,12,6
20,5,20,27.1,0,1,0,8,5
18,5,18,11.6,0,0,0,29,6
9,4,9,7.7,0,0,0,16,0
7,0,7,8.5,0,0,0,10,5
3,0,3,6.2,0,0,3,3,3
23,5,23,17.5,0,0,6,7,8
16,1,16,20.2,0,0,23,43,0
15,5,15,30.9,0,1,0,49,5
5,2,5,3.4,0,0,0,9,6
9,3,9,13.7,0,1,6,18,8
18,4,18,25.7,0,1,13,6,6
19,3,19,25.3,0,0,0,29,5
5,6,5,4.6,0,0,4,23,4
23,6,23,13.4,0,0,19,15,0
7,5,7,11.8,0,0,0,11,6
11,1,11,19.0,0,0,5,10,4
6,0,6,11.0,0,0,0,31,6
16,0,16,14.5,0,0,0,18,5
15,1,15,30.3,0,0,0,13,6
12,4,12,15.1,0,0,2,2,2
7,2,7,3.0,0,0,0,25,5
16,1,16,17.0,0,0,0,18,5
0,2,0,8.1,0,0,0,0,0
4,0,4,10.9,0,0,0,26,6
14,4,14,16.2,0,0,4,6,4
10,3,10,18.4,0,0,0,3,5
15,5,15,29.6,0,1,13,4,6
14,6,14,20.2,0,1,0,14,5
20,0,20,8.4,0,0,21,3,5
17,3,17,32.6,0,0,4,45,1
5,1,5,14.8,0,0,2,2,8
10,6,10,22.6,0,1,0,30,6
11,3,11,13.2,0,0,2,2,2
20,5,20,9.5,0,0,0,31,5
14,6,14,10.3,0,0,0,29,6
8,1,8,19.2,0,1,7,76,24
7,6,7,12.4,0,0,0,9,6
11,5,11,10.5,0,0,0,31,6
5,4,5,13.1,0,0,4,1,1
7,2,7,17.3,0,0,0,12,6
17,3,17,26.1,0,0,0,10,6
6,4,6,5.0,0,0,21,3,5
14,6,14,10.6,0,0,0,20,6
21,1,21,20.6,0,0,0,22,0
0,3,0,2.6,0,0,0,1,7
11,6,11,15.7,0,0,5,10,1
17,2,17,10.9,0,0,0,10,6
15,0,15,14.1,0,0,5,14,1
18,1,18,17.5,0,0,21,3,0
19,1,19,10.9,0,0,5,18,1
1,1,1,16.8,0,0,1,1,1
9,6,9,20.9,0,1,0,10,5
17,0,17,23.0,0,0,0,20,6
5,3,5,9.6,0,0,0,13,6
9,3,9,5.5,0,0,0,16,0
20,5,20,6.9,0,0,4,10,1
5,1,5,3.7,0,0,4,4,4
21,1,21,21.9,0,1,0,22,0
17,6,17,18.8,0,0,0,31,6
12,4,12,20.9,0,0,25,8,22
8,4,8,12.4,0,1,26,58,0
2,4,2,16.7,0,0,2,2,8
21,6,21,21.9,0,1,13,6,6
12,1,12,28.7,0,1,0,8,6
11,6,11,23.5,0,1,0,10,6
15,1,15,19.9,0,0,4,29,1
13,4,13,12.0,0,0,0,13,6
18,2,18,29.8,0,1,0,30,5
14,1,14,14.8,0,0,4,9,5
16,6,16,28.4,0,0,0,7,5
19,0,19,7.4,0,0,0,29,6
11,5,11,17.7,0,0,28,7,0
12,1,12,26.9,0,0,9,21,13
6,5,6,13.6,0,0,2,2,8
22,0,22,11.1,0,0,10,22,11
15,1,15,29.9,0,1,0,25,5
17,2,17,20.2,0,0,0,12,5
11,1,11,9.2,0,0,0,16,0
4,4,4,12.3,0,0,0,31,6
14,0,14,29.5,0,1,13,6,1
16,1,16,17.9,0,0,0,9,6
0,6,0,21.4,0,0,0,1,10
19,3,19,16.5,0,0,20,63,15
6,1,6,12.4,0,1,4,9,1
8,1,8,8.9,0,0,0,25,6
13,4,13,25.9,0,0,4,12,1
18,6,18,18.0,0,0,0,12,6
15,2,15,27.8,0,1,4,13,1
6,5,6,13.3,0,0,13,6,5
16,1,16,12.8,0,0,5,31,1
13,6,13,27.7,0,1,5,7,5
10,6,10,15.8,0,0,0,61,7
1,5,1,5.5,0,0,0,0,0
11,5,11,17.2,0,0,0,10,5
13,4,13,16.0,0,0,12,27,0
18,0,18,32.3,0,1,0,12,5
21,6,21,18.3,0,0,0,10,6
23,3,23,6.0,0,0,6,18,27
22,5,22,17.5,0,0,15,19,13
12,4,12,29.2,0,1,0,5,6
5,0,5,8.5,0,0,4,9,5
5,1,5,12.7,0,0,5,29,4
8,6,8,5.7,0,0,0,30,6
14,3,14,25.5,0,1,0,11,5
16,0,16,24.3,0,0,1,1,1
2,5,2,13.8,0,0,0,0,0
16,2,16,10.4,0,0,0,10,6
4,4,4,8.2,0,0,0,8,6
10,2,10,6.1,0,0,0,13,6
1,5,1,15.2,0,0,0,0,0
19,2,19,21.4,0,0,0,6,0
5,2,5,8.6,0,0,0,9,6
14,5,14,26.2,0,0,0,11,6
8,6,8,8.4,0,0,0,14,5
10,3,10,8.2,0,0,5,10,4
12,3,12,28.0,0,1,20,19,15
15,2,15,15.6,0,0,0,31,5
12,0,12,9.8,0,0,0,29,6
7,5,7,12.0,0,0,0,31,5
6,0,6,10.2,0,0,0,31,5
19,1,19,17.0,0,0,0,12,5
10,6,10,20.8,0,0,5,10,4
16,5,16,30.3,0,1,5,5,5
1,1,1,9.0,0,0,2,2,8
7,5,7,10.6,0,1,0,17,5
12,4,12,18.9,0,0,5,13,1
8,1,8,11.9,0,1,4,13,4
17,2,17,25.1,0,0,4,45,4
4,4,4,11.7,0,0,0,13,6
13,4,13,22.1,0,0,28,7,0
23,6,23,14.7,0,0,6,7,8
4,1,4,17.1,0,0,0,26,6
8,3,8,9.6,0,0,4,13,4
9,6,9,15.6,0,0,0,15,7
7,4,7,1.2,0,0,4,6,1
20,0,20,25.5,0,1,0,13,6
4,0,4,4.1,0,0,0,5,6
16,6,16,10.3,0,0,0,29,6
7,6,7,9.6,0,0,29,3,25
5,1,5,4.1,0,0,4,13,4
16,5,16,30.9,0,0,0,12,6
16,0,16,16.4,0,0,0,44,6
13,4,13,16.2,0,0,5,12,4
2,5,2,9.0,0,0,2,2,2
16,3,16,26.2,0,0,0,14,5
17,4,17,28.3,0,1,4,5,4
7,4,7,15.5,0,0,5,10,4
13,2,13,33.3,0,1,5,7,5
4,1,4,6.3,0,0,0,36,0
16,0,16,31.7,0,1,0,24,5
15,1,15,17.7,0,0,0,14,5
14,0,14,29.4,0,1,0,31,6
7,3,7,10.9,0,0,0,31,6
19,3,19,21.6,0,0,5,10,4
4,2,4,9.4,0,0,0,5,6
16,4,16,15.3,0,1,0,5,6
6,4,6,0.6,0,0,21,3,5
9,3,9,9.8,0,0,0,12,6
15,5,15,16.1,0,0,4,3,4
9,2,9,19.1,0,0,14,19,16
4,0,4,9.3,0,0,5,9,4
21,0,21,22.5,0,1,0,7,5
9,6,9,9.0,0,0,7,8,18
8,0,8,3.6,0,0,0,28,6
7,0,7,16.9,0,0,0,12,5
5,6,5,5.7,0,0,21,3,5
5,4,5,14.5,0,0,2,2,8
16,6,16,28.4,0,1,0,6,7
23,6,23,9.1,0,0,0,15,7
16,0,16,33.2,0,1,4,5,1
19,4,19,10.7,0,0,0,22,0
4,6,4,15.4,0,0,0,10,5
13,1,13,14.7,0,0,0,14,5
17,1,17,28.8,0,0,0,25,5
5,6,5,6.8,0,0,5,4,1
23,5,23,10.5,0,0,0,35,0
23,1,23,16.4,0,0,0,19,0
17,5,17,26.6,0,0,0,31,6
0,4,0,12.8,0,0,16,32,14
1,3,1,4.7,0,0,0,0,0
12,5,12,19.7,0,0,20,19,15
1,5,1,10.5,0,0,4,30,5
8,1,8,8.7,0,0,0,23,6
4,2,4,13.9,0,0,0,13,5
9,6,9,5.0,0,0,5,10,4
9,4,9,21.4,0,0,0,3,6
7,5,7,15.6,0,0,20,19,15
4,3,4,9.4,0,0,2,2,8
23,5,23,7.9,0,0,5,6,1
17,2,17,17.3,0,0,0,29,6
0,4,0,14.1,0,0,10,22,11
18,0,18,24.6,0,0,4,18,1
5,5,5,15.1,0,0,4,1,1
18,6,18,11.5,0,0,0,25,5
16,2,16,19.9,0,0,4,31,1
13,2,13,26.8,0,1,0,5,5
5,2,5,9.3,0,0,0,26,6
14,0,14,30.8,0,0,20,19,15
8,3,8,20.8,0,0,25,51,21
6,4,6,6.7,0,0,0,13,6
12,5,12,17.7,0,0,5,24,1
13,0,13,15.0,0,0,0,25,5
5,1,5,9.1,0,0,0,9,6
10,4,10,25.6,0,1,0,31,6
1,6,1,13.1,0,0,2,2,8
12,1,12,23.3,0,0,0,31,6
12,5,12,10.7,0,0,9,21,11
21,6,21,9.0,0,0,0,26,6
20,6,20,8.7,0,0,0,26,6
18,0,18,16.4,0,0,5,13,1
23,6,23,9.3,0,0,0,19,7
14,2,14,18.1,0,0,4,44,5
16,0,16,25.1,0,0,0,44,6
7,3,7,11.2,0,0,0,11,6
9,4,9,14.3,0,1,26,58,0
12,3,12,22.6,0,0,0,9,6
4,1,4,11.3,0,0,0,5,6
23,1,23,12.2,0,0,0,36,7
15,0,15,26.5,0,0,30,19,15
8,0,8,3.1,0,0,0,13,6
17,6,17,31.8,0,1,0,20,5
21,5,21,6.0,0,0,10,38,10
7,1,7,16.2,0,0,0,13,6
8,5,8,4.8,0,0,22,2,15
1,2,1,5.8,0,0,0,46,0
23,6,23,9.2,0,0,0,36,7
11,6,11,19.5,0,0,13,6,6
10,4,10,18.7,0,1,0,23,6
7,5,7,12.2,0,0,0,8,5
0,6,0,6.1,0,0,1,1,1
7,1,7,9.7,0,0,0,29,6
15,5,15,29.2,0,1,0,5,6
20,6,20,12.6,0,0,0,7,6
16,5,16,26.3,0,0,13,6,4
15,5,15,24.7,0,0,13,99,5
13,4,13,29.1,0,1,5,7,5
18,2,18,8.3,0,0,13,6,6
11,6,11,23.9,0,1,20,7,15
17,2,17,28.4,0,0,0,8,6
22,1,22,10.4,0,0,0,8,6
5,1,5,8.0,0,0,21,3,5
22,5,22,18.0,0,0,13,6,6
19,4,19,7.8,0,0,0,31,6
20,4,20,14.3,0,0,0,31,6
8,2,8,7.8,0,0,6,18,27
11,0,11,23.0,0,0,0,12,6
5,1,5,8.5,0,0,0,40,5
1,0,1,18.7,0,0,1,1,1
14,2,14,19.5,0,0,12,27,0
23,3,23,21.3,0,1,5,6,0
16,2,16,30.0,0,1,0,28,5
14,4,14,18.5,0,0,1,1,1
14,3,14,28.2,0,1,6,18,17
17,5,17,23.7,0,0,0,9,6
7,4,7,13.5,0,1,0,83,5
14,4,14,17.4,0,0,0,3,6
8,4,8,8.1,0,0,0,31,6
7,5,7,13.7,0,0,0,14,5
1,3,1,12.0,0,0,6,7,8
8,5,8,1.7,0,0,0,20,5
4,3,4,5.4,0,0,0,13,6
7,1,7,11.4,0,0,0,29,6
23,0,23,15.9,0,1,10,38,10
16,3,16,22.3,0,0,0,22,0
21,5,21,8.5,0,0,0,3,6
8,1,8,9.7,0,0,0,25,6
8,5,8,-1.0,0,0,13,6,6
5,6,5,17.4,0,0,5,106,1
23,2,23,3.7,0,0,0,35,0
8,3,8,8.7,0,0,4,31,4
23,2,23,11.8,0,0,6,7,8
9,3,9,9.2,0,0,6,18,8
3,1,3,11.5,0,0,20,19,15
2,6,2,13.1,0,0,1,1,1
16,3,16,15.4,0,1,25,8,23
12,1,12,15.7,0,0,7,10,18
10,0,10,18.5,0,0,0,9,5
18,1,18,15.8,0,0,0,31,5
0,4,0,17.1,0,0,13,6,1
18,2,18,27.5,0,0,5,23,1
18,4,18,26.8,0,1,13,5,5
18,2,18,32.2,0,1,0,20,5
14,1,14,7.5,1,2,0,9,6
10,2,10,14.6,0,1,0,29,5
7,0,7,4.1,0,0,0,25,5
8,0,8,14.5,0,0,20,19,15
12,4,12,24.7,0,0,2,2,2
7,3,7,15.4,0,1,0,12,6
1,5,1,7.6,0,0,0,0,0
22,6,22,15.6,0,0,0,8,6
15,4,15,17.1,0,0,6,18,19
10,0,10,10.6,0,0,5,14,1
15,3,15,29.5,0,1,0,12,5
1,0,1,15.1,0,0,8,1,10
15,2,15,32.3,0,1,0,10,6
22,6,22,16.4,0,0,15,19,13
6,5,6,9.9,0,0,4,23,4
7,0,7,11.6,0,0,0,9,6
7,2,7,15.1,0,0,0,12,6
12,0,12,22.1,0,0,5,20,4
18,0,18,13.5,0,0,0,25,6
5,4,5,15.1,0,0,0,8,5
9,2,9,16.9,0,1,21,3,5
9,3,9,23.2,0,0,5,12,1
8,2,8,4.3,0,0,6,18,8
13,1,13,26.8,0,1,10,22,11
17,6,17,32.3,0,1,0,12,6
17,6,17,25.5,0,0,0,25,6
8,1,8,5.8,0,0,0,9,6
20,1,20,27.9,0,1,0,29,5
4,3,4,12.6,0,0,5,13,1
17,5,17,11.3,0,0,0,5,6
8,1,8,9.2,0,0,22,19,15
8,4,8,5.2,0,0,0,29,6
15,2,15,14.0,0,0,0,5,6
8,1,8,4.7,0,0,4,13,4
16,6,16,34.8,0,0,0,28,6
8,6,8,4.9,0,0,20,19,15
0,4,0,14.1,0,0,15,37,7
1,1,1,12.0,0,0,2,2,8
12,0,12,22.7,0,0,0,12,6
16,1,16,31.0,0,1,5,5,5
23,1,23,8.1,0,0,0,15,7
13,1,13,29.5,0,0,0,20,5
13,4,13,16.4,0,0,6,18,17
23,5,23,9.7,0,0,0,19,0
19,1,19,11.1,0,0,5,18,1
22,1,22,4.5,0,0,4,13,1
16,5,16,22.0,0,0,0,1,7
18,2,18,14.7,0,0,0,12,6
0,1,0,14.3,0,0,15,37,7
6,4,6,7.9,1,2,0,10,6
12,5,12,21.0,0,0,5,24,4
14,1,14,9.8,1,2,0,0,0
7,6,7,18.9,0,0,0,25,6
0,4,0,11.9,1,2,5,18,1
4,2,4,4.3,0,0,20,19,15
12,5,12,11.5,0,0,4,29,1
4,0,4,8.4,0,0,5,5,4
19,2,19,18.3,0,0,0,29,6
9,1,9,17.5,0,1,21,3,5
19,2,19,16.7,0,1,4,9,4
9,3,9,8.4,0,0,0,30,5
11,2,11,13.1,0,0,5,10,4
19,3,19,9.1,0,0,0,6,7
17,0,17,18.4,0,0,0,7,5
11,4,11,11.0,0,0,2,2,2
4,6,4,12.3,0,0,0,13,6
7,0,7,2.5,0,0,0,31,6
16,0,16,12.0,0,0,4,30,5
8,0,8,7.7,0,0,6,18,8
4,4,4,12.4,0,0,0,10,6
4,3,4,4.9,0,0,0,31,6
0,3,0,8.6,0,0,0,8,5
17,5,17,21.0,0,0,11,60,3
17,3,17,27.6,0,0,13,6,6
15,3,15,29.2,0,1,20,3,15
10,2,10,7.6,0,0,0,6,0
14,5,14,17.3,0,0,4,13,4
8,2,8,6.5,0,0,6,18,8
7,6,7,12.9,0,1,0,7,5
11,2,11,14.5,0,0,0,31,5
16,4,16,14.9,0,0,0,25,6
4,1,4,12.2,0,0,0,31,6
22,1,22,3.7,0,0,22,19,15
5,4,5,5.1,0,0,21,3,5
13,1,13,10.3,0,0,5,29,1
11,1,11,13.9,0,0,0,9,6
5,2,5,3.5,0,0,4,5,5
1,4,1,16.5,0,0,1,1,1
18,4,18,31.3,0,1,14,19,16
10,2,10,21.7,0,1,5,14,1
18,4,18,29.0,0,0,5,18,1
17,1,17,16.7,0,0,14,19,16
3,4,3,8.9,0,0,3,3,3
10,6,10,15.7,0,0,5,10,4
12,4,12,13.3,0,0,0,13,6
17,1,17,28.7,0,1,14,19,16
9,6,9,21.1,0,1,0,12,6
15,5,15,16.6,0,0,5,9,4
17,0,17,22.7,0,0,20,19,15
11,4,11,26.6,0,1,0,19,7
8,5,8,19.8,0,0,22,2,15
14,5,14,15.6,0,0,0,31,6
4,1,4,9.7,0,0,0,10,5
16,0,16,26.8,0,0,0,5,6
8,6,8,22.1,0,0,0,20,5
15,0,15,11.8,0,0,5,7,1
11,6,11,12.5,0,0,2,2,2
16,5,16,17.0,0,0,0,30,5
8,2,8,7.7,0,0,20,19,15
19,1,19,11.0,1,2,0,12,6
19,1,19,11.1,0,0,0,26,6
4,6,4,7.0,0,0,21,3,5
5,3,5,1.9,0,0,0,9,6
5,1,5,11.3,0,0,4,31,4
6,5,6,1.4,0,0,4,6,1
15,1,15,14.2,0,0,13,99,1
13,1,13,18.4,0,0,0,41,5
20,1,20,11.3,0,0,5,3,4
21,0,21,20.1,0,1,0,22,0
9,6,9,17.7,0,0,4,13,4
15,4,15,29.9,0,1,0,49,5
11,3,11,26.1,0,0,0,25,5
9,5,9,12.7,0,0,5,10,4
11,5,11,18.6,0,0,0,6,7
2,0,2,8.9,0,0,8,1,10
11,5,11,12.0,0,0,2,2,2
23,6,23,7.7,0,0,0,35,0
10,1,10,23.0,0,0,5,14,1
5,5,5,14.6,0,0,4,4,4
21,1,21,12.5,0,0,0,9,6
23,3,23,7.6,0,0,0,15,7
4,3,4,9.2,0,0,0,31,6
13,0,13,7.9,0,0,5,7,1
8,2,8,6.8,0,0,21,3,5
18,5,18,31.1,0,1,0,12,6
9,5,9,15.8,0,0,0,29,6
11,4,11,16.6,0,0,20,19,15
12,1,12,27.1,0,0,5,10,4
13,0,13,29.1,0,0,10,22,11
1,4,1,8.9,0,0,0,46,0
14,6,14,11.1,0,0,6,30,19
6,1,6,10.9,0,1,21,3,5
9,1,9,6.4,0,0,22,19,15
23,1,23,18.9,0,1,0,35,0
4,0,4,15.7,0,0,0,26,5
16,2,16,11.4,0,0,4,20,1
10,5,10,8.9,0,0,5,10,4
5,6,5,7.6,0,0,0,13,6
15,1,15,17.4,0,0,23,43,0
7,4,7,13.0,0,1,5,18,5
8,3,8,13.0,0,0,0,3,6
13,0,13,28.8,0,1,9,21,13
16,1,16,21.9,0,1,0,10,6
10,1,10,24.6,0,0,0,24,5
3,1,3,13.9,0,0,16,32,5
20,4,20,23.6,0,0,0,29,5
15,1,15,27.8,0,1,0,5,6
6,4,6,7.8,0,0,13,6,4
12,0,12,8.7,0,0,20,19,15
11,4,11,9.6,0,0,0,25,6
7,6,7,10.7,0,0,0,13,6
5,0,5,13.4,0,0,21,3,5
8,2,8,6.6,0,0,0,30,5
0,0,0,13.2,0,0,16,32,14
14,5,14,30.4,0,0,0,22,7
17,1,17,26.1,0,0,0,7,5
10,5,10,8.2,0,0,0,6,0
16,2,16,7.5,0,0,0,31,6
16,6,16,20.1,0,0,0,44,6
20,6,20,28.3,0,0,5,10,1
21,2,21,14.1,0,0,5,3,4
12,0,12,8.8,0,0,0,9,6
6,0,6,8.6,0,1,13,6,4
19,6,19,21.5,0,0,43,7,8
14,6,14,19.9,0,0,31,63,12
21,3,21,6.3,0,0,21,3,5
6,0,6,4.9,0,0,5,6,4
17,0,17,23.2,0,0,5,23,4
7,4,7,11.0,0,0,1,1,1
3,1,3,5.1,0,0,20,63,15
21,6,21,20.9,0,0,5,3,4
5,1,5,16.8,0,0,0,8,5
1,3,1,15.5,0,0,0,0,0
15,5,15,30.2,0,0,0,44,5
7,5,7,11.2,0,1,25,51,23
22,1,22,10.2,0,0,15,19,7
5,0,5,16.3,0,0,4,9,1
10,0,10,7.1,0,0,0,8,6
11,1,11,13.8,0,0,4,68,1
17,3,17,16.8,0,0,0,25,6
4,3,4,9.7,0,0,0,13,5
9,4,9,11.8,0,1,0,30,6
15,4,15,19.2,0,0,23,43,0
17,4,17,30.1,0,1,0,29,5
15,5,15,26.2,0,0,0,3,6
18,3,18,32.3,0,1,0,18,5
23,4,23,17.6,0,0,0,22,0
0,5,0,7.9,0,0,0,1,0
10,0,10,11.5,0,0,0,8,5
16,6,16,30.8,0,1,0,6,5
12,4,12,22.2,0,1,0,12,5
8,1,8,10.5,0,1,0,4,5
15,4,15,24.8,0,0,4,30,1
15,5,15,15.4,0,0,0,23,6
23,6,23,8.9,0,0,0,19,0
8,2,8,9.3,0,0,21,3,5
6,2,6,13.0,0,0,4,6,4
1,4,1,15.9,0,0,0,6,5
8,0,8,5.6,0,0,0,28,6
8,5,8,3.3,0,0,21,3,5
0,6,0,7.1,0,0,10,22,11
7,6,7,14.7,0,1,0,8,6
16,1,16,15.3,0,0,0,22,7
18,3,18,32.4,0,0,0,9,5
13,2,13,17.2,0,0,0,24,5
13,6,13,26.4,0,1,30,19,15
15,2,15,12.0,0,0,5,13,4
1,1,1,8.8,0,0,16,32,14
16,2,16,30.8,0,0,0,7,6
16,4,16,26.5,0,0,0,7,6
12,2,12,21.5,0,0,5,14,1
13,4,13,16.5,0,0,12,27,0
14,4,14,14.8,0,1,20,19,15
23,6,23,7.6,0,0,0,19,0
1,1,1,14.8,0,0,39,19,12
6,0,6,5.1,0,0,1,1,1
9,3,9,15.7,0,1,0,12,5
